-------------------------当前TTI1----------------------------------
Id 距离     平均吞吐量     总比特数
8   52.469    67.1953      17.9
10   51.1957    46.2708      13.514
11   33.6155    48.8314      13.654
13   66.7533    47.4373      13.491
14   33.2415    55.5211      13.745
-------------------------当前TTI276----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    59.1912      18.144
2   69.6419    66.9324      18.089
3   37.108    72.138      18.514
5   69.2315    64.9636      18.274
7   72.2496    67.0318      18.508
8   52.469    66.4758      17.96
10   51.1957    46.3437      13.561
11   33.6155    48.2483      13.697
13   66.7533    47.3936      13.538
14   33.2415    56.069      13.806
-------------------------当前TTI277----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    59.7721      18.209
2   69.6419    66.1392      18.148
3   37.108    72.4242      18.589
5   69.2315    63.8672      18.328
7   72.2496    67.8286      18.583
8   52.469    66.8282      18.03
10   51.1957    46.6093      13.61
11   33.6155    47.7235      13.74
13   66.7533    47.4542      13.586
14   33.2415    56.2621      13.864
-------------------------当前TTI278----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.0949      18.282
2   69.6419    66.3253      18.216
3   37.108    70.8818      18.646
5   69.2315    65.6805      18.41
7   72.2496    68.7457      18.66
8   52.469    64.1454      18.07
10   51.1957    46.8484      13.659
11   33.6155    46.6512      13.777
13   66.7533    47.2088      13.631
14   33.2415    57.3359      13.931
-------------------------当前TTI279----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    60.5854      18.338
2   69.6419    66.3928      18.283
3   37.108    71.3936      18.722
5   69.2315    67.3124      18.492
7   72.2496    68.6711      18.728
8   52.469    62.6309      18.119
10   51.1957    48.2636      13.72
11   33.6155    47.1861      13.829
13   66.7533    45.7879      13.664
14   33.2415    56.7023      13.982
-------------------------当前TTI280----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    59.9269      18.392
2   69.6419    66.9535      18.355
3   37.108    71.4542      18.794
5   69.2315    66.8812      18.555
7   72.2496    69.104      18.801
8   52.469    62.6678      18.182
10   51.1957    48.0372      13.766
11   33.6155    47.2675      13.877
13   66.7533    46.2091      13.714
14   33.2415    56.3321      14.035
-------------------------当前TTI281----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    59.8342      18.451
2   69.6419    69.5582      18.448
3   37.108    69.0088      18.841
5   69.2315    67.2931      18.626
7   72.2496    69.5936      18.875
8   52.469    61.701      18.235
10   51.1957    47.4335      13.808
11   33.6155    46.7408      13.919
13   66.7533    46.6882      13.765
14   33.2415    56.9989      14.098
-------------------------当前TTI282----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    60.6508      18.519
2   69.6419    68.6024      18.508
3   37.108    69.2079      18.912
5   69.2315    68.2638      18.703
7   72.2496    68.1342      18.93
8   52.469    62.1309      18.301
10   51.1957    48.6902      13.868
11   33.6155    46.9667      13.968
13   66.7533    47.1194      13.816
14   33.2415    55.199      14.137
-------------------------当前TTI283----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    61.2857      18.586
2   69.6419    68.2422      18.573
3   37.108    68.9871      18.979
5   69.2315    67.3374      18.762
7   72.2496    69.3208      19.01
8   52.469    61.8178      18.36
10   51.1957    51.2212      13.942
11   33.6155    47.87      14.024
13   66.7533    47.3075      13.865
14   33.2415    51.5791      14.156
-------------------------当前TTI284----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    63.8571      18.673
2   69.6419    67.818      18.637
3   37.108    66.7884      19.026
5   69.2315    69.8037      18.854
7   72.2496    69.2887      19.079
8   52.469    59.436      18.398
10   51.1957    50.0991      13.982
11   33.6155    50.183      14.095
13   66.7533    47.2768      13.912
14   33.2415    50.4212      14.196
-------------------------当前TTI285----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.0714      18.749
2   69.6419    67.1362      18.698
3   37.108    66.3096      19.088
5   69.2315    69.0233      18.916
7   72.2496    69.4598      19.15
8   52.469    60.0924      18.464
10   51.1957    48.7892      14.019
11   33.6155    50.6647      14.15
13   66.7533    46.7491      13.954
14   33.2415    51.7791      14.26
-------------------------当前TTI286----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.0643      18.824
2   69.6419    68.1226      18.775
3   37.108    64.3786      19.135
5   69.2315    68.621      18.981
7   72.2496    69.6138      19.221
8   52.469    60.2832      18.526
10   51.1957    49.1103      14.071
11   33.6155    51.0982      14.205
13   66.7533    45.7742      13.991
14   33.2415    51.9012      14.313
-------------------------当前TTI287----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.3579      18.903
2   69.6419    67.8103      18.84
3   37.108    63.4407      19.19
5   69.2315    66.8589      19.032
7   72.2496    67.9524      19.274
8   52.469    63.7549      18.621
10   51.1957    48.5993      14.115
11   33.6155    53.1884      14.277
13   66.7533    43.9968      14.019
14   33.2415    52.1111      14.367
-------------------------当前TTI288----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.3221      18.95
2   69.6419    68.9293      18.919
3   37.108    64.3966      19.263
5   69.2315    66.673      19.097
7   72.2496    67.1572      19.334
8   52.469    64.6794      18.694
10   51.1957    48.8394      14.166
11   33.6155    50.6696      14.305
13   66.7533    42.8971      14.052
14   33.2415    55.5      14.453
-------------------------当前TTI289----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.5899      19.008
2   69.6419    69.1364      18.99
3   37.108    64.9569      19.333
5   69.2315    65.7057      19.154
7   72.2496    67.4415      19.404
8   52.469    65.4115      18.766
10   51.1957    50.3555      14.23
11   33.6155    49.4026      14.343
13   66.7533    43.9074      14.105
14   33.2415    54.35      14.497
-------------------------当前TTI290----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.8309      19.085
2   69.6419    71.1228      19.079
3   37.108    61.6612      19.365
5   69.2315    66.3351      19.226
7   72.2496    66.4974      19.462
8   52.469    65.6703      18.834
10   51.1957    48.92      14.266
11   33.6155    50.9623      14.408
13   66.7533    45.5167      14.165
14   33.2415    52.615      14.534
-------------------------当前TTI291----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.1478      19.164
2   69.6419    69.6105      19.135
3   37.108    61.8951      19.429
5   69.2315    66.3016      19.292
7   72.2496    67.6477      19.54
8   52.469    64.5033      18.888
10   51.1957    47.228      14.298
11   33.6155    50.9661      14.459
13   66.7533    45.365      14.209
14   33.2415    54.3535      14.604
-------------------------当前TTI292----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    66.633      19.226
2   69.6419    70.4494      19.213
3   37.108    61.6056      19.488
5   69.2315    64.9714      19.345
7   72.2496    68.8829      19.62
8   52.469    64.653      18.954
10   51.1957    48.4052      14.357
11   33.6155    49.5695      14.496
13   66.7533    47.5285      14.276
14   33.2415    52.3181      14.638
-------------------------当前TTI293----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    64.8697      19.275
2   69.6419    69.0045      19.269
3   37.108    64.845      19.582
5   69.2315    66.7743      19.428
7   72.2496    70.5946      19.706
8   52.469    61.0877      18.983
10   51.1957    47.7647      14.399
11   33.6155    48.8126      14.538
13   66.7533    47.2756      14.321
14   33.2415    53.8863      14.706
-------------------------当前TTI294----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.2827      19.364
2   69.6419    68.404      19.332
3   37.108    62.9605      19.628
5   69.2315    67.4969      19.502
7   72.2496    70.0351      19.771
8   52.469    60.9789      19.043
10   51.1957    48.0882      14.45
11   33.6155    49.0313      14.589
13   66.7533    45.648      14.352
14   33.2415    54.9977      14.771
-------------------------当前TTI295----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.7544      19.416
2   69.6419    67.2636      19.389
3   37.108    65.6645      19.718
5   69.2315    66.6472      19.561
7   72.2496    71.3316      19.854
8   52.469    60.581      19.1
10   51.1957    47.1794      14.489
11   33.6155    48.1282      14.629
13   66.7533    47.3832      14.415
14   33.2415    54.9979      14.826
-------------------------当前TTI296----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    65.679      19.481
2   69.6419    67.2372      19.456
3   37.108    65.6981      19.784
5   69.2315    66.4825      19.626
7   72.2496    68.9984      19.902
8   52.469    63.1229      19.186
10   51.1957    47.3615      14.538
11   33.6155    48.9154      14.685
13   66.7533    48.6449      14.475
14   33.2415    52.6981      14.858
-------------------------当前TTI297----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.1111      19.561
2   69.6419    67.2135      19.523
3   37.108    64.3283      19.836
5   69.2315    68.0343      19.708
7   72.2496    67.7986      19.959
8   52.469    62.8106      19.246
10   51.1957    47.2253      14.584
11   33.6155    51.0239      14.755
13   66.7533    48.6804      14.524
14   33.2415    50.6283      14.89
-------------------------当前TTI298----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.4      19.631
2   69.6419    67.4921      19.593
3   37.108    63.6955      19.894
5   69.2315    69.4309      19.79
7   72.2496    67.6187      20.025
8   52.469    61.6295      19.297
10   51.1957    46.3028      14.622
11   33.6155    51.4215      14.81
13   66.7533    48.8124      14.574
14   33.2415    50.9655      14.944
-------------------------当前TTI299----------------------------------
Id 距离     平均吞吐量     总比特数
1   41.1096    67.86      19.703
2   69.6419    65.5429      19.641
3   37.108    65.126      19.972
5   69.2315    69.7878      19.863
7   72.2496    67.1568      20.088
8   52.469    61.6666      19.359
